IHBAS-CPCB,Dwarka-S8-DPCC,Sri-Aurobindo-Marg-DPCC,East-Arjun-Nagar-CPCB,DTU-CPCB,Okhla-Phase-2-DPCC,Aya-Nagar-IMD,Sonia-Vihar-DPCC,Ashok-Vihar-DPCC,ITO-CPCB,JNS-DPCC,Mundka-DPCC,Pusa-DPCC,Shadipur-CPCB,Vivek-Vihar-DPCC,Mandir-Marg-DPCC,Nehru-Nagar-DPCC,Wazirpur-DPCC,RK-Puram-DPCC,Punjabi-Bagh-DPCC,KSSR-DPCC,Jahangirpuri-DPCC,Bawana-DPCC,Narela-CPCB,Patparganj-DPCC,Rohini-DPCC,Anand-Vihar-DPCC,MDCNS-DPCC,Najafgarh-DPCC
78.55,68.05,147.55,81.65,78.05,66.8,29.97,75.05,132.52,39.25,110.42,87.1,83.72,60.94,30.275,36.92,132.68,56.75,104.75,135.52,121.25,79.5,46.65,115.47,26.1,76.97,39.2,68.9,69.17
31.88,88.67,189.5,79.47,107.32,115.62,37.87,81.68,147.57,44.35,126.8,104.45,117.47,80.31,36.06999999999999,43.6,183.7,66.83,152.9,171.32,163.25,79.25,65.5,135.05,33.85,91.45,37.6,80.25,76.72
22.12,88.08,150.17499999999998,76.67,118.75,129.43,41.88,83.92,173.07,50.77,131.27,119.07,99.6,95.77,49.1925,46.0,150.9975,75.07,170.32,192.4,188.77,98.95,70.12,134.57,36.65,99.18,3.7,90.75,75.7
16.99,80.0,198.8,79.73,110.78,150.38,40.55,99.8,169.3,59.38,133.72,114.68,80.55,102.0,44.0,51.3,163.33052631578948,75.33,159.12,144.50708333333333,149.23083333333332,98.9,61.85,124.45,38.12,93.03,34.0,105.05,72.95
19.32,77.42,189.07,82.89,90.2,112.23,37.63,101.53,168.65,55.83,123.95,105.12,62.05,91.75,59.48333333333334,48.97,157.404,69.2,149.03,181.05,189.3,82.4,62.72,119.1,41.65,79.45,91.25,89.72,70.92
16.88,61.65,184.72,64.75,93.92,111.68,31.99615384615385,89.17,139.9,49.53,88.08363636363636,104.45,53.1,85.43,34.449999999999996,48.55,141.07105263157897,59.52,144.05,180.05,172.72,73.82,62.47,117.6,33.55,76.05,90.78,87.0,66.83
15.59,59.65,155.85,53.34,81.75,87.35,32.19,62.47,116.35,40.48,85.685,105.85,41.52,77.11,36.31333333333334,45.83,175.18,46.75,111.1,143.62,151.72,63.45,56.9,113.48,27.85,74.05,67.83695652173913,69.62,68.25
13.78,47.48,145.78,42.63,61.97,55.85,29.91,59.7,99.35,34.08,79.25,95.68,30.45,72.83,38.660714285714285,40.22,135.8,30.05,100.22,122.05,115.42,57.15,51.35,104.12,18.07,68.8,61.7,51.88,62.38
11.22,20.12,105.45,24.33,14.9,9.0,26.33,36.85,55.77,9.85,18.05,72.62,6.38,56.04,38.97,27.88,53.68,7.08,48.58,44.12,45.3,25.82,18.77,55.38,6.53,38.73,90.33,10.12,53.25
5.03,1.93,48.7,24.92,20.67,3.9,17.71,22.8,8.95,0.35,3.42,48.45,3.9,34.69,6.03,11.05,5.92,1.27,6.6,4.18,1.93,7.52,4.62,16.6,4.2,3.3,89.88,1.15,29.0
1.76,0.47,5.92,26.12,17.92,3.73,14.19,12.8,4.8,0.18,3.2,26.4,3.3,24.31,1.3,2.95,5.3,2.12,7.0,4.18,0.22,6.58,14.85,22.5,5.42,5.8,89.05,1.7,16.2
2.11,0.75,2.6,33.31,8.82,4.82,11.15,3.7,3.8,0.1,3.25,9.6,2.82,34.62,2.0,2.92,4.75,1.7,8.85,3.95,0.55,6.1,20.4,28.45,6.67,2.8,89.25,1.6,6.93
5.59,1.03,0.7,40.05,7.1,6.2,6.46,12.93,8.18,0.1,3.2,14.57,4.38,31.0,15.57,4.83,5.12,2.52,7.1,9.12,1.23,6.3,28.27,59.47,9.82,8.68,89.9,1.62,14.0
6.47,6.25,0.4,35.33,6.33,29.28,7.8,19.07,8.68,0.1,2.98,11.55,16.3,40.08,6.03,8.3,4.85,1.7,6.8,6.53,7.55,6.05,25.2,24.27,8.3,5.62,91.7,2.92,13.25
4.73,2.88,0.47,37.98,6.92,83.65,10.82,4.97,12.6,7.00391304347826,3.48,3.55,3.47,20.66,6.32,6.55,5.12,1.85,7.45,4.53,18.05,6.1,18.38,3.53,6.62,5.25,93.92,1.35,6.33
6.86,8.0,2.1,37.94,8.3,16.8,12.55,8.9,28.2,0.55,5.65,3.0,2.9,0.86,8.7,8.8,4.9,1.5,7.8,16.5,8.215,6.4,11.6,20.3,11.47625,4.2,90.6,1.85,3.5
7.05,7.25,0.95,32.45,5.55,8.35,12.53,7.15,30.35,0.82,3.5,1.82,2.52,0.97,8.95,10.95,13.4,2.08,7.4,11.6,7.28,6.2,6.3,9.53,9.62,3.2,91.47,2.5,1.98
6.71,3.95,4.33,27.54,4.12,7.35,7.54,11.0,7.47,7.758999999999999,3.05,1.85,2.85,0.55,9.35,6.55,7.72,2.25,7.5,4.1,14.23,6.92,0.5,2.83,5.53,2.3,94.18,2.25,1.5
6.32,0.4,3.93,25.52,4.75,5.4,6.23,8.27,3.42,6.892105263157895,3.1,2.62,2.73,0.44,8.6,4.2,5.25,2.62,4.42,3.62,11.38,6.9,0.7,2.58,4.82,2.33,94.05,1.65,2.7
3.41,0.5,0.5,25.4,5.3,4.9,5.36,3.27,3.03,7.5778947368421035,3.05,2.65,3.25,0.3,4.6,2.92,4.85,2.6,6.12,4.12,5.45,7.22,0.1,2.17,4.65,2.77,93.8,1.65,2.53
2.33,1.02,1.88,21.66,5.45,7.23,6.18,3.75,4.78,6.690454545454544,2.92,2.15,4.0,1.26,1.77,3.65,5.03,3.93,6.4,6.3,6.78,7.4,12.43,4.05,5.7,2.48,93.5,1.85,3.1
4.23,2.7,16.77,26.77,7.9,8.02,9.2,6.03,8.28,0.5,5.15,3.65,4.35,1.66,4.15,4.2,8.78,4.55,11.05,18.48,26.3,11.07,11.27,19.4,7.67,6.88,94.03,3.17,7.35
8.98,11.53,61.83,42.7,19.28,19.93,15.67,14.73,35.0,7.22,17.85,12.75,10.65,14.56,18.27,10.07,30.43,13.4,27.77,48.75,62.25,27.55,23.27,52.67,9.7,23.15,93.9,14.0,28.0
16.11,27.32,103.9,56.14,39.92,43.55,23.25,40.95,81.72,25.97,36.78,52.35,16.3,29.03,38.85,21.68,82.58,32.1,66.62,101.18,117.28,68.35,45.62,89.05,10.8,52.5,91.7,31.2,46.55
18.49,53.3,150.77,70.16,73.38,82.38,27.93,73.22,135.5,40.38,67.1,78.97,35.88,53.21,28.490000000000002,32.95,130.65,56.0,100.3,158.55,135.25,103.65,50.55,121.4,13.97,79.15,90.65,51.15,54.83
19.19,57.12,152.9,77.38,93.9,90.0,32.53,97.45,156.05,50.7,83.70086956521739,96.58,53.52,72.13,31.127999999999997,57.33,171.95,65.03,125.95,155.95,146.02,118.53,56.25,126.18,23.35,86.15,90.53,72.38,56.6
17.99,56.8,154.9,79.44,87.22,99.85,28.65,89.57,141.22,56.3,90.82476190476193,93.4,57.33,85.17,41.91,55.4,185.73,56.78,128.88,145.42,153.98,99.0,54.2,110.7,28.9,76.28,89.45,75.03,58.97
14.89,55.25,149.02,63.67,90.85,87.78,29.12,82.75,134.6,49.57,85.73349999999999,92.62,58.85,84.89,48.037499999999994,46.58,183.15,55.02,113.65,135.68,144.05,93.5,49.92,110.28,29.6,72.53,89.75,71.3,55.95
16.02,50.7,134.95,50.25,86.28,82.15,27.22,75.65,116.35,43.28,81.2104761904762,86.28,51.6,64.78,47.07,60.05,166.42,45.02,99.9,125.7,130.68,85.18,54.05,99.92,27.18,68.17,78.05,67.62,53.45
15.99,52.12,134.88,51.24,97.2,79.72,23.73,58.7,114.65,38.7,28.6,87.1,54.45,64.8,29.961999999999996,54.9,155.1,46.07,96.18,124.2,126.62,80.33,56.45,99.88,23.98,67.28,70.93227272727273,62.72,55.5
14.43,49.25,134.7,46.95,95.12,72.45,25.11,51.0,107.65,33.67,81.75,92.03,46.52,95.09,35.94777777777777,41.9,149.32,42.62,95.55,114.5,120.95,74.47,52.33,98.4,21.72,68.65,66.16285714285713,57.8,57.05
13.25,46.05,133.95,42.44,94.85,57.5,26.35,50.65,94.53,31.4,73.9,90.95,33.75,79.39,49.5,42.2,131.43,35.55,98.08,117.35,106.22,67.97,46.85,91.15,17.42,63.55,62.1959090909091,47.27,56.88
11.45,38.08,116.27,23.76,43.73,23.55,28.5,46.28,55.52,14.18,31.27,72.93,16.0,50.01,35.98,43.75,74.17,14.25,66.95,77.45,72.52,43.05,24.9,68.08,13.15,47.6,56.133043478260866,23.75,53.48
6.92,15.2,76.7,15.44,20.83,4.45,21.3,39.1,6.78,3.57,4.12,32.75,4.1,37.3,17.48,27.1,17.05,1.83,7.25,18.68,28.77,16.65,7.35,15.5,4.2,11.28,101.9,1.6,42.4
4.37,0.6,30.05,19.92,7.52,3.5,16.82,20.25,2.7,0.1,2.9,17.58,2.67,27.66,6.17,6.55,4.88,1.62,7.85,2.42,5.95,6.78,2.1,6.4,5.3,1.77,89.38,1.2,30.75
1.54,0.5,4.7,16.81,8.42,3.45,15.21,3.72,2.68,0.1,3.15,21.05,2.6,29.23,1.3,2.25,4.6,1.9,7.55,3.3,0.62,6.72,2.05,8.1,5.95,2.05,92.05,1.35,17.15
2.96,1.9,7.93,16.67,9.97,4.22,11.28,7.05,3.23,3.55,3.15,10.55,3.05,34.56,3.97,3.65,5.1,2.62,5.7,7.18,0.6,7.18,9.53,8.28,5.45,3.35,97.08,1.38,3.88
19.61,21.27,19.52,27.13,20.15,4.58,7.28,19.8,21.6,8.53,2.75,12.88,8.5,53.14,12.15,7.23,4.78,3.02,6.93,32.77,0.3,7.35,13.12,26.65,5.32,11.62,95.38,9.3,2.25
29.89,25.05,13.88,33.86,33.6,6.2,5.66,22.38,26.9,12.15,3.05,17.62,7.87,27.39,17.22,10.05,4.88,6.93,7.3,25.57,2.23,8.62,16.07,25.02,5.35,31.43,94.45,23.82,2.15
32.66,24.3,14.0,37.63,27.43,20.4,7.47,24.7,22.7,13.4,7.0,13.4,18.5,20.55,16.2,13.9,17.0,7.0,9.8,34.5,21.189999999999998,8.4,18.4,37.7,8.95,15.5,100.2,25.4,5.9
34.64,22.92,11.47,38.72,23.65,11.62,12.31,19.45,20.15,17.65,18.3,11.72,24.65,15.64,20.45,13.53,34.45,6.65,18.72,40.8,37.95,9.62,6.9,28.88,9.2,24.3,93.07,28.43,12.48
33.03,20.8,16.73,43.13,25.88,17.5,14.9,26.68,26.98,16.15,30.07,17.9,30.38,9.16,15.07,17.8,48.95,7.0,39.88,51.3,46.4,9.98,15.08,25.88,11.52,26.05,91.83,31.5,8.93
33.3,17.2,19.88,36.92,24.0,29.05,12.14,22.85,37.58,12.38,17.9,7.97,26.03,7.08,18.1,20.15,24.85,6.65,25.65,47.35,42.4,9.78,16.77,31.5,12.1,22.53,90.67,29.8,4.5
24.56,5.0,22.25,30.42,12.62,15.95,10.42,11.88,47.38,11.67,20.12,3.3,6.47,3.47,16.68,19.72,54.67,6.93,13.92,25.2,39.02,14.8,10.85,24.75,7.55,8.67,90.38,32.58,4.47
15.04,1.45,12.77,30.2,11.25,8.45,9.09,15.05,12.28,9.12,4.18,1.35,3.27,0.84,15.22,15.05,31.35,2.95,6.85,12.95,22.82,8.7,12.55,10.32,5.47,3.58,89.95,17.48,2.98
17.41,5.35,23.5,35.95,10.95,8.0,11.64,11.3,15.18,3.82,6.08,9.5,5.25,5.66,24.73,9.65,11.75,8.43,13.02,34.27,35.65,21.18,14.98,20.95,5.83,10.97,90.35,5.83,15.35
18.61,22.3,70.55,51.89,33.12,27.9,19.09,29.05,62.83,15.57,35.67,32.8,20.25,22.32,30.45,19.92,58.6,25.47,44.95,71.5,72.12,42.07,28.3,60.4,6.12,36.23,90.42,24.45,36.1
23.51,41.62,104.62,62.15,49.38,49.4,22.18,60.08,95.93,33.33,67.62,66.7,36.42,34.8,46.1,30.68,125.22,40.52,84.53,101.88,90.62,66.35,42.33,80.62,14.3,56.4,91.45,49.33,48.2
16.89,57.35,133.72,69.12,71.78,75.6,27.27,78.97,123.7,42.07,92.83,81.85,54.68,65.23,41.44500000000001,42.38,168.23,52.67,109.75,125.73,120.85,78.85,40.2,93.05,24.1,67.4,87.4,70.18,52.3
15.18,61.05,159.8,64.71,84.33,96.17,29.23,76.47,118.65,43.77,64.75,71.08,62.2,82.78,33.31142857142857,44.4,185.15,45.75,131.7,112.93,151.1,71.88,40.65,93.02,29.32,64.5,70.6313043478261,73.85,50.25
16.49,53.83,148.58,67.1,67.62,88.62,27.86,75.75,116.7,41.92,92.16173913043477,73.0,46.92,81.95,31.1,37.88,166.5,48.12,120.45,113.92,151.6,81.75,44.3,93.58,25.62,64.22,69.83380952380952,68.62,52.85
13.78,54.05,136.45,57.17,69.45,86.53,26.66,77.28,106.83,38.8,91.5791304347826,76.07,55.15,81.39,36.1125,32.75,171.0,43.92,107.7,108.42,133.75,78.22,44.3,96.97,24.05,61.6,93.95,63.38,49.82
15.58,48.73,133.12,53.2,73.12,80.88,26.72,74.88,108.95,37.53,71.55,82.6,50.33,67.2,33.9825,34.58,168.95,43.67,101.83,121.28,124.88,79.9,49.15,96.58,22.5,64.88,73.4204761904762,63.03,51.4
15.23,50.65,133.7,53.45,82.25,73.82,24.65,72.9,110.12,38.58,78.08,82.65,49.15,64.71,1.0,41.17,156.2,47.08,99.55,126.53,121.88,78.75,55.0,100.22,22.7,65.07,70.22500000000001,65.03,57.0
14.8,50.7,130.9,49.45,71.5,61.35,27.15,68.3,102.8,35.92,73.3,92.65,39.3,68.9,31.8,41.25,138.8,39.65,92.92,120.42,116.07,79.7,52.72,93.12,20.45,65.93,60.85649999999998,58.5,55.08
14.43,45.22,120.45,45.33,71.88,41.85,25.49,64.55,100.85,32.67,58.15,83.8,33.33,52.0,49.05,39.5,121.70840000000003,40.83,90.18,108.95,95.68,75.45,48.45,90.72,15.05,67.55,54.175909090909094,53.15,52.15
12.19,31.25,97.93,23.15,29.05,20.15,22.38,53.6,65.47,20.6,32.4,59.75,17.15,24.91,36.6,32.92,81.1092,17.2,67.0,76.95,81.18,38.9,27.85,72.9,11.32,46.38,16.9,27.43,47.12
7.96,17.52,58.05,24.75,37.48,8.8,18.27,39.38,36.6,11.88,20.82,32.67,14.52,11.75,26.1,20.5,23.25,10.82,25.27,45.77,64.6,26.48,21.2,48.88,5.3,31.45,16.65,17.6,32.05
7.85,6.62,24.83,19.39,62.42,20.0,16.05,44.08,36.85,1.38,4.67,31.8,3.38,1.85,18.55,7.7,12.72,11.38,12.85,7.02,95.85,29.85,28.27,42.17,4.58,38.7,16.58,5.83,21.38
5.79,9.35,39.75,18.08,27.7,17.65,16.77,5.1,17.73,1.35,6.58,13.65,3.75,1.52,12.5,5.22,12.47,5.08,23.33,12.72,73.9,10.02,16.75,23.62,4.17,9.5,14.65,2.42,18.77
3.81,0.7,27.25,19.46,6.95,12.15,14.36,9.7,2.33,1.85,2.22,8.15,9.0,0.96,4.22,6.8,5.53,2.75,18.35,13.2,64.33,6.55,14.62,9.75,4.15,1.73,13.62,1.33,7.97
3.43,8.4,20.27,17.35,5.28,18.42,15.46,8.85,2.38,0.85,2.23,16.960909090909094,5.5,0.41,1.08,4.15,5.47,2.55,7.33,4.88,64.1,6.4,6.83,8.3,3.7,2.08,13.93,1.15,13.25
1.52,6.8,14.68,23.19,5.45,21.6,10.09,8.68,1.85,5.15,2.17,15.403181818181814,3.4,0.28,0.8,6.22,5.18,3.1,7.17,6.6,49.45,7.3,7.72,5.5,4.03,4.12,14.5,1.32,15.05
3.17,13.5,5.6,26.77,7.07,14.1,7.63,20.760416666666668,32.6,6.45,2.25,14.626190476190478,2.1,0.99,0.6,6.3,4.8,6.1,4.65,49.4,45.96000000000001,7.1,4.95,12.2,6.65,11.9,14.55,1.95,3.9
6.03,9.03,12.75,25.18,10.15,23.35,11.86,1.85,28.35,4.95,1.88,10.475714285714284,2.9,2.48,3.15,4.55,4.72,4.72,5.82,36.45,33.02,7.65,3.7,18.5,4.3,11.43,16.88,2.38,1.35
3.56,1.35,34.35,27.71,13.38,13.4,14.79,17.77,6.9,3.4,1.92,3.05,3.55,0.68,1.15,8.18,5.45,4.47,8.45,16.65,51.23,7.55,3.9,3.15,4.38,15.72,19.48,2.23,3.02
3.4,5.8,6.32,21.61,7.8,12.65,9.58,14.15,6.92,0.4,2.1,5.8,4.85,1.3,2.67,5.95,5.47,4.33,4.35,16.45,18.55,7.05,3.15,3.7,5.05,3.75,15.12,1.43,4.3
1.63,5.4,14.05,26.76,6.68,7.17,6.01,8.75,12.25,2.12,3.43,12.161818181818182,4.17,0.21,2.58,6.1,7.5,6.12,8.22,27.38,13.1,10.22,3.85,7.45,6.1,5.97,14.9,1.38,1.4
2.91,0.75,16.73,24.27,6.8,7.75,8.39,6.8,16.27,5.5,3.38,4.03,3.73,1.1,10.65,10.2,8.88,4.45,9.03,35.95,24.35,8.45,8.65,8.25,5.55,4.38,15.6,1.9,1.6
7.31,4.97,26.12,26.63,11.07,8.88,12.52,12.1,24.75,3.3,7.85,6.9,5.75,3.47,15.17,13.2,13.52,7.1,19.15,42.85,51.12,12.6,14.82,10.25,4.95,10.58,15.52,2.73,5.5
9.07,18.8,70.08,40.36,28.7,25.62,17.44,17.45,49.3,14.85,27.07,20.55,13.1,13.45,20.98,20.0,50.7,21.5,47.45,62.85,67.92,32.2,24.43,47.93,4.4,30.25,18.75,13.43,26.6
12.12,30.35,91.32,55.38,59.9,33.75,20.57,30.9,76.83,25.65,53.42,45.15,25.15,28.78,36.62,30.88,93.58,32.5,66.55,81.38,82.12,57.22,40.3,80.95,6.12,49.05,29.9,35.95,35.6
30.413200000000003,46.65,120.07,74.84,90.0,55.8,25.46,77.62,128.95,42.82,83.4,75.0,37.93,70.13,37.77727272727273,43.82,142.88,54.12,94.62,123.68,103.7,88.15,42.85,102.68,16.77,75.1,48.15,60.55,49.55
27.74,58.53,143.47,73.39,102.15,80.22,27.42,99.95,146.68,55.83,101.58,97.25,58.73,65.25,40.416666666666664,58.52,168.68,63.85,106.8,143.05,129.43,101.17,44.6,106.2,29.25,76.95,61.43,83.18,50.45
28.77,65.92,165.9,70.31,99.47,93.03,29.93,81.0,139.32,48.1,106.1,3.2,59.7,67.79,49.4,63.6,192.67,52.65,114.72,134.38,157.55,102.15,51.73,115.32,32.38,80.35,64.55,79.3,54.15
26.49,61.03,159.55,65.33,113.72,94.75,27.86,75.75,137.05,40.92,105.1,27.65,69.97,66.66,56.629999999999995,74.08,191.98,54.43,122.18,145.43,152.2,104.42,54.65,113.22,29.18,82.55,64.17,78.02,52.23
28.68,50.1,148.48,58.41,81.97,87.95,25.99,62.48,125.12,41.4,98.85,45.95,55.45,56.45,56.065000000000005,53.25,177.02,48.88,120.62,134.57,134.05,95.65,52.5,102.7,26.52,70.58,59.73,71.08,51.0
26.72,49.88,133.1,51.65,88.17,78.78,27.42,76.75,114.9,39.12,91.7,60.55,47.38,64.54,38.855999999999995,47.38,158.78,46.33,110.8,125.78,129.2,88.62,55.8,104.77,24.68,66.05,68.5,65.12,51.83
25.05,47.25,128.1,48.39,69.47,60.5,26.31,72.12,99.2,33.85,74.08,69.4,32.85,55.48,40.18666666666666,47.03,141.77,36.3,96.0,110.35,119.12,76.62,51.15,93.3,20.82,63.2,58.98,56.02,53.55
22.94,40.88,118.92,41.92,67.9,40.8,24.98,59.22,78.0,24.88,52.17,67.15,23.35,49.11,46.25,43.85,101.0,26.8,103.45,98.25,99.25,65.45,46.15,92.72,11.85,59.05,44.4,36.72,51.3
18.64,26.82,97.85,28.45,38.92,7.17,22.84,46.0,43.62,13.72,19.6,55.57,11.2,31.87,36.55,34.97,57.0,14.95,60.18,57.4,51.57,35.9,25.5,61.37,5.08,43.23,36.85,17.05,44.68
12.46,16.4,46.48,17.37,23.92,3.3,16.91,13.9,21.07,4.2,2.47,37.88,5.5,6.71,18.38,17.4,10.03,3.92,10.65,11.62,19.07,11.77,2.95,22.88,3.48,19.27,19.8,1.95,28.3
7.55,10.05,17.45,16.12,15.05,3.12,14.31,12.12,6.23,0.58,2.17,25.27,3.7,3.07,7.9,7.03,5.42,2.38,6.45,5.18,5.12,7.43,4.35,35.42,4.35,5.58,16.18,1.1,16.8
9.02,7.73,9.0,28.21,22.77,3.77,15.25,27.5,4.95,1.75,2.8,19.85,3.07,6.25,5.62,6.27,5.25,2.88,7.72,4.75,0.98,11.85,12.28,36.95,4.88,9.6,15.77,1.22,11.82
10.49,6.6,3.73,27.54,18.05,4.25,17.36,27.0,7.55,0.25,2.55,15.18,2.92,2.0,4.05,5.75,5.05,2.67,7.33,4.52,0.28,6.25,5.62,24.98,5.12,2.25,16.7,1.25,6.42
6.87,4.18,1.62,27.75,18.18,4.67,9.25,8.5,2.12,0.1,2.35,12.78,3.7,5.44,2.55,5.25,5.1,2.8,8.47,3.05,0.62,6.53,14.73,17.07,5.4,4.48,14.85,1.28,2.12
15.69,4.95,1.18,31.83,16.5,4.32,7.76,23.2,3.83,8.234090909090908,2.9,12.2,4.28,2.76,11.57,4.58,5.0,2.8,8.05,4.53,0.8,7.85,20.93,24.95,6.0,15.1,24.95,1.22,1.1
12.63,3.9,1.8,29.27,9.07,4.6,5.76,26.3,12.3,0.55,2.35,6.2,1.8,1.24,4.7,8.4,4.0,2.0,9.05,6.9,0.495,7.9,11.9,16.8,10.4,8.9,26.25,1.1,1.2
11.99,2.12,0.73,27.71,8.68,2.52,5.76,5.28,8.32,0.1,3.0,8.45,3.23,5.47,6.35,8.15,4.65,3.5,8.53,10.72,0.53,6.88,7.48,7.82,8.35,10.05,22.05,1.5,1.2
9.03,2.27,0.52,24.17,7.07,3.08,8.67,6.88,4.28,7.176363636363636,4.22,8.02,3.17,0.08,6.95,7.92,5.02,2.72,6.25,7.72,0.3,6.78,12.0625,4.17,9.3,7.28,18.35,1.48,1.12
7.4,1.95,0.65,24.91,6.7,3.8,8.52,10.45,2.45,6.3605,4.4,9.4,3.67,0.02,2.12,5.1,5.6,3.17,6.33,3.42,0.35,6.25,0.2,1.48,6.68,3.82,15.4,1.35,1.05
5.04,2.1,2.12,20.0,5.85,4.28,5.64,11.1,2.83,0.1,4.07,10.98,3.88,10.302692307692308,0.9,5.2,5.7,2.93,8.95,3.58,0.1,6.62,0.3,1.05,5.9,3.25,15.68,1.42,1.2
5.1,2.18,1.2,23.05,5.65,5.03,5.6,10.95,2.67,0.4,3.17,10.47,4.03,1.82,1.2,5.7,5.65,4.25,7.25,4.0,1.27,8.8,4.5,2.25,6.32,2.92,15.97,1.48,1.57
7.39,2.35,4.42,32.48,6.05,4.88,13.024999999999999,7.3,8.77,2.8,3.42,11.05,3.8,2.02,2.92,7.0,7.42,5.3,9.73,11.45,9.85,9.0,12.35,9.45,6.95,4.55,15.6,2.25,2.77
37.45,11.05,33.5,43.51,10.2,10.97,16.76,19.23,43.77,5.8,11.68,19.35,5.4,6.66,20.32,14.78,25.63,15.0,15.43,39.0,52.6,22.3,21.75,44.58,7.65,21.82,19.95,6.38,17.75
108.37,34.73,81.08,56.39,36.55,46.43,22.75,43.7,94.55,11.23,39.33,50.97,9.82,26.94,39.38,16.88,75.53,39.98,59.8,73.22,109.78,51.08,43.95,82.47,7.28,53.65,32.97,18.27,41.5
38.68,61.17,143.4,79.87,89.25,82.35,30.49,79.08,115.2,13.9,91.22,76.72,24.77,63.88,44.4,27.35,164.47,57.35,124.4,138.52,139.75,87.85,65.0,109.95,14.98,76.77,75.35,54.33,66.45
36.08,79.15,136.68,73.63,114.83,109.62,30.77,93.33,152.78,28.15,112.92,96.08,53.48,68.34,38.5125,52.5,193.4,65.3,177.65,177.22,151.43,100.05,59.1,124.12,25.77,89.82,90.25,88.4,65.22
28.19,63.55,126.32,72.54,139.32,99.18,27.62,98.47,173.9,28.97,93.85,103.93,61.4,83.59,38.766666666666666,60.6,175.53,77.9,139.77,190.65,165.35,120.65,82.8,147.4,25.15,112.25,100.3,73.57,66.25
25.87,52.73,120.08,65.64,143.95,84.22,24.53,101.18,161.5,27.5,72.08,92.03,41.15,77.76,41.385000000000005,57.92,155.77,68.95,126.72,158.62,137.65,119.62,82.88,150.8,26.4,107.65,85.85,71.6,53.75
28.32,48.92,115.03,58.1,106.75,70.55,24.11,101.72,132.9,33.92,64.25,80.05,27.47,67.74,34.97,41.58,113.15,54.92,114.72,119.3,123.08,103.25,60.88,119.22,27.6,70.08,97.62,61.08,49.25
24.27,43.5,102.38,42.76,80.53,67.7,23.73,63.62,111.7,27.82,48.62,63.3,25.9,64.42,22.900000000000002,53.65,70.83,37.08,106.1,113.45,124.78,73.08,57.58,72.75,19.62,54.25,71.95,53.05,45.4
22.07,28.02,91.95,32.87,59.73,54.02,21.69,61.63,86.55,29.78,52.42,31.82,27.72,37.08,42.4,44.52,88.47,29.83,91.15,111.15,95.28,58.2,44.92,75.07,14.45,41.42,47.02,42.43,42.9
19.26,15.85,64.95,33.23,47.8,27.15,17.53,50.1,52.75,15.62,28.85,27.4,20.15,18.38,25.3,25.15,51.35,18.55,48.8,55.48,63.83,42.4,35.02,73.7,8.73,37.77,38.35,19.17,25.77
14.8,11.93,47.0,32.74,30.25,35.17,11.91,43.78,31.88,13.52,28.5,3.28,18.85,10.65,13.47,21.02,45.45,13.25,47.53,32.85,56.28,32.17,21.45,32.12,6.97,20.0,40.77,22.57,11.92
9.46,13.35,37.95,30.17,25.15,20.62,15.42,33.38,20.08,4.83,20.05,2.1,12.8,7.1,6.93,15.55,26.05,8.73,47.72,24.55,38.3,22.1,22.25,27.77,4.97,14.72,28.62,13.55,12.93
10.07,11.75,46.43,33.92,25.48,24.88,15.53,25.33,20.67,7.67,23.75,1.43,9.18,6.37,7.78,16.08,34.0,7.93,52.77,25.77,42.52,20.95,9.65,24.68,4.72,11.43,29.98,17.1,14.03
10.33,10.97,25.3,36.97,21.12,30.82,15.21,23.05,19.57,4.0,18.88,1.43,6.33,1.58,9.85,12.3,31.85,8.43,36.85,14.75,54.1,22.55,16.9,15.83,4.58,11.15,33.73,10.35,16.97
11.27,7.1,19.12,31.37,18.1,34.5,20.07,16.43,12.4,1.38,16.75,0.77,6.22,2.64,10.2,5.8,30.38,5.53,67.05,5.97,65.85,14.95,13.8,13.3,3.75,5.5,21.42,11.430499999999999,16.727142857142855
10.36,6.03,11.7,33.48,14.43,24.62,17.96,17.2,3.88,0.68,12.4,1.77,4.88,2.76,14.25,6.15,16.2,2.67,35.35,6.28,29.05,6.45,14.32,12.35,4.3,3.2,29.23,14.036842105263156,15.293499999999998
10.38,4.17,1.5,30.48,12.45,15.55,8.62,27.85,5.3,0.1,6.45,1.8,4.65,6.11,5.6,5.5,7.55,5.27,6.62,4.35,7.12,8.9,10.92,15.67,4.05,4.75,46.45,17.525555555555556,13.512631578947369
10.1,1.6,6.4,61.74,14.15,14.4,6.67,2.3,12.2,1.05,64.5,1.8,1.9,0.69,10.6,7.8,9.6,4.6,16.3,9.5,23.76875,13.7,6.05,18.0,20.35,6.7,28.1,15.544117647058824,12.204117647058824
9.02,3.47,1.65,33.5,9.88,18.4,5.45,17.95,9.72,1.4,26.53,1.5,5.17,1.98,10.07,8.18,20.27,4.7,12.05,14.93,5.25,9.53,9.55,19.58,7.4,7.5,33.95,16.348235294117647,9.357058823529412
8.02,6.85,1.7,31.89,9.85,14.93,5.75,11.3,12.4,1.7,8.77,0.3,6.55,0.65,9.6,9.1,14.98,5.55,17.77,17.5,13.23,10.55,2.27,20.62,5.12,8.45,33.4,15.32470588235294,8.029411764705882
