IHBAS-CPCB,Dwarka-S8-DPCC,Sri-Aurobindo-Marg-DPCC,DTU-CPCB,Okhla-Phase-2-DPCC,Alipur-DPCC,Aya-Nagar-IMD,Sonia-Vihar-DPCC,Ashok-Vihar-DPCC,ITO-CPCB,Lodhi-Road-IMD,JNS-DPCC,Mundka-DPCC,Pusa-DPCC,Shadipur-CPCB,Vivek-Vihar-DPCC,Mandir-Marg-DPCC,Nehru-Nagar-DPCC,Wazirpur-DPCC,CRRI-Mathura-Road,RK-Puram-DPCC,Punjabi-Bagh-DPCC,KSSR-DPCC,Jahangirpuri-DPCC,Bawana-DPCC,Narela-CPCB,Patparganj-DPCC,Rohini-DPCC,Anand-Vihar-DPCC,NSIT-Dwarka-CPCB,MDCNS-DPCC
14.35,11.75,14.57,12.9,29.93,5.28,30.99,21.08,20.25,77.32,21.95,18.95,14.8,32.27,28.73,19.83,11.22,18.43,23.2,28.12,33.39714285714286,26.35,65.35,20.68,8.75,22.2,16.052307692307693,16.15,48.1,12.99,22.545454545454547
15.93,19.73,14.65,14.77,17.68,5.4,35.2,24.07,20.45,76.77,26.48,28.35,16.1,24.75,28.03,21.5,10.8,21.2,26.18,23.48,41.13999999999999,26.73,56.3,17.25,13.25,32.2,17.715714285714288,20.48,41.62,12.38,28.36909090909091
17.38,20.35,15.77,17.42,28.35,5.6,34.12,24.18,22.98,65.74,27.0,34.42,21.73,17.3,31.81,27.92,11.28,26.73,26.72,28.75,44.14249999999999,29.68,74.25,16.3,13.5,68.4,17.753333333333334,19.48,48.55,12.94,33.875454545454545
18.46,32.77,17.38,15.88,18.5,9.15,37.19,23.7,23.02,66.09,25.34,28.7,19.45,33.38,29.32,26.03,12.82,24.7,25.52,27.82,38.64090909090909,29.15,43.65,15.4,12.6,46.5,15.41,36.42,41.4,12.44,33.37
17.98,26.45,19.95,17.4,17.95,8.15,36.81,28.1,23.78,48.89,26.61,33.27,20.43,26.58,28.74,25.23,12.25,27.12,28.18,48.62,35.447,34.57,33.3,16.4,11.85,36.2,3.7,29.55,29.3,12.34,34.16909090909092
15.43,23.27,21.25,19.28,27.52,5.95,33.4,23.77,22.27,46.92,25.34,34.48,15.45,23.2,30.65,24.75,11.67,26.05,28.25,61.68,29.69181818181818,29.92,24.6,16.18,17.65,34.62,4.82,29.25,25.3,14.91,29.469090909090912
14.76,22.7,20.77,24.35,25.62,4.3,35.57,25.05,20.73,40.8,26.6,35.22,13.65,19.45,30.64,17.62,11.5,39.35,24.32,67.25,24.439090909090908,28.93,32.5,13.55,20.65,36.4,4.45,30.9,15.13,16.2,24.912727272727274
11.59,19.1,21.25,22.8,15.1,7.05,41.06,22.5,21.8,40.78,21.32,17.3,17.88,8.25,26.98,18.05,10.7,23.0,25.85,51.0,20.666363636363634,15.05,30.9525,10.0,16.6,20.6,2.9,17.0,10.7,15.77,18.249999999999996
10.62,13.15,19.95,24.6,16.32,3.98,33.67,19.85,19.6,39.09,18.46,14.9,13.68,7.53,28.95,19.8,10.53,21.4,26.98,34.38,21.364166666666666,18.9,34.75,9.75,11.35,20.75,3.27,17.73,10.8,14.25,19.828181818181818
28.74,15.92,14.72,19.48,16.77,2.1,29.65,19.73,19.77,51.1,16.71,13.3,14.5,8.83,24.59,24.92,9.6,19.45,26.68,30.72,21.455384615384613,17.68,32.02,9.68,9.88,14.35,5.17,15.68,18.65,13.32,17.71090909090909
26.58,19.45,13.32,16.15,16.6,2.25,29.85,25.02,21.93,59.52,17.63,25.7,14.03,66.03,23.99,26.05,9.4,31.0,32.0,28.42,20.904285714285713,18.1,17.57,10.1,9.88,47.95,5.78,17.5,34.67,12.69,18.13090909090909
24.46,23.93,17.62,13.65,19.45,2.83,29.93,30.98,25.97,67.59,18.54,30.7,15.18,56.02,30.71,32.9,9.93,37.62,30.2,28.55,22.835625,22.95,29.23,13.15,10.8,29.82,7.42,23.45,30.6,14.09,21.499090909090906
23.75,28.85,18.68,17.18,13.1,2.23,27.28,29.8,26.0,71.01,18.33,18.6,14.3,24.9,30.32,26.88,14.73,21.07,29.32,26.73,34.98,29.95,11.72,14.3,9.62,16.9,6.28,24.23,27.93,15.52,19.16
15.69,22.65,11.98,15.1,9.45,1.23,27.56,26.15,20.75,67.9,16.6,13.6,19.48,16.38,29.56,17.9,16.52,15.25,27.12,24.46,32.25,29.95,9.15,13.88,9.78,9.65,5.8,22.3,21.75,25.18,18.743846153846157
11.98,21.62,9.57,13.4,8.32,0.25,28.4,23.35,17.8,78.66,16.05,16.25,17.57,28.35,22.81,17.7,14.4,13.6,24.33,25.83,28.35,22.4,9.68,14.1,8.8,17.55,10.687142857142856,19.6,19.18,22.52,17.200714285714287
15.43,16.88,9.3,12.6,8.45,0.1,28.6,20.35,17.78,73.57,15.9,13.57,16.02,11.85,22.2,19.55,13.18,12.03,23.4,23.37,24.5,39.08,5.67,12.95,8.68,8.05,5.45,18.3,18.65,13.63,15.231538461538461
20.41,13.47,9.0,12.68,10.47,2.1,27.81,23.77,16.3,72.27,15.46,13.75,11.35,7.08,18.55,21.77,10.93,14.58,20.82,25.35,32.67,31.17,6.15,10.43,7.72,8.05,4.8,14.32,26.88,14.04,14.976428571428574
15.33,27.0,9.3,14.73,16.95,8.82,27.2,43.05,21.6,64.47,16.88,19.62,14.12,69.55,22.44,18.7,15.78,20.58,26.95,52.79,33.67,32.17,16.15,15.3,7.5,21.12,10.45,25.95,74.67,15.1,26.5
17.03,36.52,17.2,18.4,20.7,21.7,29.32,54.48,23.67,44.02,17.19,26.97,16.77,149.75,30.82,21.55,15.42,33.35,32.67,107.49,32.48,29.32,15.78,19.62,14.62,33.55,16.2,37.25,96.72,15.25,24.58
14.9815,30.27,7.47,20.57,24.12,20.57,28.06,51.05,22.5,42.77,17.31,19.72,15.43,129.75,29.17,22.35,11.55,19.07,30.0,94.47,33.98,22.38,17.17,33.88,13.82,31.6,15.87,29.02,100.58,14.34,20.0
16.333000000000002,33.18,8.9,20.05,25.38,14.28,26.91,13.6,22.68,52.64,17.43,20.07,17.4,77.65,29.31,31.12,11.55,23.38,30.07,60.21,35.35,26.07,27.38,27.12,13.45,26.75,14.22,23.55,45.15,14.7,24.5
21.5,18.97,14.4,21.45,24.6,6.22,26.75,15.28,23.58,60.12,20.7,26.27,16.7,18.43,28.57,25.0,13.35,27.38,29.18,50.35,23.74764705882353,30.57,36.67,21.62,14.1,11.25,14.85,24.15,82.25,18.02,28.03
17.04,23.68,18.15,14.82,24.8,3.52,31.65,10.07,21.02,65.12,20.18,28.02,16.6,18.47,26.16,19.02,14.75,22.32,27.7,38.82,25.243125,27.9,47.58,14.25,14.3,10.47,12.15,16.35,59.27,18.06,27.5
15.28,29.8,23.73,14.35,23.65,3.62,35.66,11.52,20.45,59.93,19.35,22.58,15.47,19.0,24.16,20.85,15.73,21.5,27.77,27.92,28.472,33.75,27.23,22.55,17.82,15.18,11.0,19.4,49.2,17.12,26.1
28.4,31.48,26.07,19.45,23.2,3.4,35.17,12.8,22.18,64.75,18.83,34.05,25.72,16.42,22.96,21.8,16.35,27.0,29.45,26.85,35.20916666666667,59.75,25.95,22.2,14.7,16.2,10.7,24.03,52.52,18.87,29.1
24.73,37.78,27.77,15.82,22.57,2.8,38.11,15.32,22.88,62.14,19.51,30.73,20.82,18.23,22.82,29.15,17.4,45.8,31.32,25.06,46.29727272727273,56.75,39.67,15.0,16.55,22.35,13.53,23.15,63.3,17.88,32.55
18.64,37.95,20.55,15.62,16.82,2.5,34.3,15.53,21.98,49.24,20.83,42.2,18.88,22.6,20.99,34.97,18.3,34.25,28.12,23.28,48.345454545454544,66.75,22.25,21.57,13.2,26.4,18.85,21.9,62.08,16.72,32.65
21.46,36.5,16.25,14.05,16.88,3.3,30.25,15.75,21.8,44.04,19.68,32.7,17.55,20.4,20.41,25.6,17.4,27.62,31.15,24.51,40.54181818181817,56.95,28.38,17.12,12.18,32.08,16.5,22.07,44.95,17.34,26.5
15.33,30.25,12.85,18.23,17.1,3.1,30.36,14.9,25.03,44.79,19.07,24.45,15.43,18.68,22.37,26.23,16.15,27.62,32.73,22.92,35.13636363636363,45.25,28.38,26.9,11.55,32.85,13.12,22.9,27.07,15.63,31.18
12.59,23.92,9.6,15.78,10.7,2.35,30.06,16.68,23.38,34.89,18.7,20.7,13.18,15.5,21.17,22.5,13.7,27.73,30.55,21.15,28.39916666666667,29.15,18.2,13.25,11.78,23.52,9.55,22.05,17.93,16.98,28.12
12.84,23.93,9.8,14.68,11.82,1.8,29.35,13.47,23.75,32.86,17.41,16.62,11.82,13.35,19.29,19.23,11.5,22.83,29.82,21.58,25.139166666666664,20.2,13.98,11.1,10.53,23.08,8.6,16.97,16.9,15.68,26.32
10.02,20.8,8.85,13.23,11.75,3.85,28.32,12.4,24.05,32.24,16.95,19.8,11.2,14.7,22.11,21.3,10.5,17.2,32.05,21.9,20.665,18.85,17.5675,8.9,11.2,20.35,10.4,19.3,15.05,12.82,21.25
9.02,21.07,9.85,14.23,13.9,2.9,27.34,13.35,22.45,30.77,17.13,21.52,13.7,13.03,17.35,22.6,11.18,18.4,29.02,22.91,19.485384615384618,19.48,12.48,10.5,11.35,34.23,9.17,20.48,34.92,13.85,20.88
12.0,21.25,9.47,12.4,11.65,2.33,26.78,12.15,20.95,33.4,16.58,19.55,13.0,11.75,18.94,18.62,11.4,17.05,29.62,21.3,20.55285714285714,21.25,17.82,11.98,10.9,32.3,8.85,24.6,53.0,14.17,20.7
12.53,17.7,9.18,16.23,11.2,1.95,26.34,13.5,23.8,33.18,16.41,22.8,13.88,11.03,27.22,18.58,11.52,15.97,34.83,19.3,20.336666666666662,23.2,12.85,16.42,10.07,27.62,8.65,25.1,48.58,13.07,20.85
13.96,19.2,9.65,13.03,8.98,1.43,27.89,15.85,24.0,36.95,16.12,16.85,15.65,10.6,29.18,17.05,11.7,17.75,36.7,19.66,22.056470588235296,30.07,8.45,17.88,10.78,19.85,8.77,25.88,47.12,12.41,20.35
13.83,17.48,9.97,11.57,8.12,0.85,27.31,15.45,24.12,50.8,16.18,11.75,15.43,11.98,25.27,19.9,12.65,17.9,34.72,21.25,27.17,27.23,8.85,13.68,9.38,15.45,9.4,21.68,38.75,12.79,17.12
12.25,13.7,9.82,13.03,8.4,0.73,27.04,15.88,20.35,64.94,15.97,12.4,14.4,8.32,54.19,19.95,11.4,14.77,31.12,20.33,25.9,21.85,6.97,12.75,8.8,13.55,8.07,22.07,33.58,12.84,13.32
10.83,11.62,9.2,12.48,8.35,4.0885,27.07,13.88,18.45,66.11,16.23,12.65,20.73,8.62,43.9,16.38,11.73,11.82,28.95,22.09,27.4,19.73,5.8,10.65,9.02,21.25,7.83,20.68,45.6,12.55,13.22
10.28,11.05,8.05,11.1,8.25,0.3,27.15,12.15,15.0,54.12,15.77,12.82,13.35,7.5,23.62,13.9,11.4,11.15,26.75,21.75,24.38,24.78,5.28,10.47,7.08,7.15,6.92,16.15,36.62,12.25,12.45
10.91,10.35,6.97,11.47,8.1,1.62,27.22,12.55,13.53,57.75,15.19,11.55,13.7,6.53,16.25,13.73,10.95,12.95,26.1,20.31,19.9,21.32,4.12,8.9,7.35,24.25,5.67,14.78,39.65,13.29,9.43
9.59,11.8,6.4,10.42,7.6,3.6,27.11,12.55,13.93,58.33,15.04,10.65,10.4,6.05,15.83,11.75,11.25,13.7,26.98,18.17,16.52,20.82,3.88,11.12,7.83,23.55,5.5,14.1,40.67,12.8,8.7
9.5,14.340454545454543,5.78,11.02,8.05,5.07,27.05,12.18,13.7,51.86,15.09,10.57,9.6,5.2,15.41,11.35,10.72,12.68,25.85,17.81,15.35,20.1,3.67,10.52,7.35,27.02,4.85,16.67,38.45,12.46,7.97
16.18,9.7,6.43,11.27,8.8,6.0,26.91,12.65,13.1,48.41,15.21,10.15,10.35,5.2,17.97,15.55,9.1,10.68,28.68,17.58,15.93,19.95,4.3,13.85,7.3,24.25,5.47,15.83,38.5,13.38,7.22
16.31,10.7,8.65,10.25,11.1,4.42,27.57,11.25,13.48,58.1,16.4,14.62,13.6,7.78,19.89,13.6,10.05,12.38,26.8,19.4,19.18,24.5,5.4,29.73,6.92,15.1,7.25,13.9,42.73,12.45,9.15
25.75,13.17,7.28,9.7,9.72,3.17,33.83,10.97,12.02,61.71,16.15,12.1,11.03,6.7,18.19,12.05,10.75,12.72,26.88,21.13,22.62,25.65,5.85,35.58,7.2,24.02,6.45,14.2,41.83,11.69,11.65
31.49,12.58,7.08,9.05,8.93,3.0,33.78,10.52,12.15,59.05,16.13,12.1,8.73,6.08,16.79,11.22,9.93,10.82,28.12,20.02,20.12,23.1,5.62,43.72,7.02,13.07,6.95,13.12,41.65,11.47,12.5
33.16,14.9,9.35,10.03,9.32,2.82,33.28,10.22,11.52,62.2,16.51,16.48,9.32,6.82,19.2,15.85,10.4,12.85,28.12,18.3,21.75,24.47,5.8,35.0,9.48,8.25,6.45,17.02,37.92,13.0,14.93
24.21,13.43,9.0,12.55,8.43,2.58,33.3,12.57,15.82,69.18,16.37,17.38,12.8,8.2,22.04,20.85,11.62,13.32,34.52,19.23,20.97,42.3,5.38,22.7,8.88,10.65,9.0,24.5,45.95,14.01,12.7
29.89,15.12,9.52,14.43,8.85,2.88,30.49,13.17,17.77,57.77,16.19,15.03,13.4,9.22,24.63,19.83,12.4,14.45,35.23,19.18,21.3,47.58,6.08,16.73,8.95,14.27,9.07,28.733333333333334,52.4,20.44,12.1
22.8,12.5,8.53,16.18,7.57,2.4,29.93,12.7,17.4,53.21,15.81,10.28,13.5,7.92,21.45,16.9,10.9,11.78,30.72,18.38,19.08,33.08,5.47,13.02,8.25,17.02,8.12,30.096470588235295,31.13,20.77,11.05
14.12,9.27,6.55,14.67,6.95,1.88,30.81,12.75,16.93,48.87,15.59,7.73,13.0,7.62,17.93,12.95,9.77,9.2,27.75,18.44,16.9,24.75,5.53,10.57,8.03,12.18,7.75,31.429375,18.45,20.86,10.07
13.29,8.05,6.12,15.53,7.15,1.42,29.09,11.82,16.27,47.43,15.77,6.48,11.9,6.9,17.45,11.0,8.55,8.98,26.25,17.88,14.97,21.55,5.8,11.55,7.95,13.25,6.43,27.642,13.8,18.67,9.8
12.87,7.45,5.85,18.02,6.53,1.1,28.83,11.1,15.5,46.89,15.33,5.67,12.2,6.95,17.9,10.17,8.45,7.45,24.4,17.49,13.7,18.35,4.78,8.57,8.2,11.7,7.07,25.34333333333333,26.3,15.3,10.8
12.26,5.2,4.17,19.97,5.7,0.7,38.37,10.72,13.7,45.86,15.0,5.08,10.48,6.9,16.38,12.57,7.9,7.33,22.12,17.25,14.15,11.25,4.25,6.62,7.68,29.9,5.68,24.46933333333333,21.43,15.53,10.07
10.28,5.6,4.3,17.62,5.5,1.3,31.49,9.7,14.65,45.41,14.95,4.0,8.1,4.9,16.0,10.65,6.2,4.6,20.25,16.51,12.47,8.55,4.436249999999999,7.0,9.0,7.15,4.5,19.614285714285717,28.6,15.62,7.2
10.91,6.05,4.07,10.22,5.18,0.68,27.68,10.05,15.0,45.63,14.98,3.52,9.57,5.33,15.1,11.65,6.85,5.38,19.75,16.46,14.1,9.05,4.1,6.62,7.03,8.98,3.75,19.270000000000003,22.88,13.8,7.38
9.71,6.42,3.67,11.7,4.83,0.33,28.29,10.12,14.78,44.09,15.15,3.92,9.85,4.38,14.5,9.95,7.88,7.0,18.1,16.1,13.0,9.2,3.55,6.88,7.1,13.62,4.57,19.833571428571428,17.68,12.39,7.25
8.3,7.75,4.5,11.1,6.05,0.55,27.96,9.2,12.95,45.89,15.21,5.85,9.38,4.07,17.87,9.88,9.32,9.73,19.43,16.13,10.83,10.5,3.33,6.2,6.7,19.43,4.2,22.674285714285713,20.52,11.27,7.2
11.07,8.28,6.78,15.02,6.42,0.45,26.94,11.35,16.18,49.5,15.83,7.12,11.0,6.4,16.3,15.7,9.57,10.08,20.25,16.95,13.85,12.75,4.15,10.7,7.28,21.65,5.72,26.37642857142857,27.65,12.2,8.72
12.28,10.05,7.55,15.6,7.68,0.3,29.1,12.68,15.25,48.35,16.2,9.82,12.25,7.8,16.09,17.25,10.15,11.2,21.77,17.88,18.27,19.58,5.0,14.88,8.03,22.23,6.2,25.851333333333333,39.52,10.92,10.95
12.94,12.58,8.25,16.15,7.65,0.15,31.05,12.93,17.3,55.46,16.15,12.12,13.28,6.4,15.63,16.68,11.0,14.12,23.1,19.11,19.88,21.5,5.83,15.45,9.48,31.38,6.7,22.504117647058827,41.6,12.5,11.48
11.85,11.1,8.25,14.8,7.8,0.3,28.42,12.82,14.98,66.34,15.96,13.77,11.8,7.02,21.4,13.7,12.88,12.93,24.27,18.61,21.82,27.15,5.62,13.68,10.12,12.72,6.88,19.721666666666668,45.55,11.94,11.68
16.41,12.88,7.65,12.4,9.15,0.65,27.79,11.22,14.05,63.36,15.98,14.67,11.18,14.57,19.04,12.88,13.05,15.2,23.33,20.14,17.32,26.1,5.27,10.68,9.0,14.57,5.58,17.792105263157897,43.05,9.98,11.98
14.36,9.0,6.9,10.48,9.72,0.9,31.85,11.5,15.47,64.77,16.05,14.35,10.82,11.22,16.15,13.4,10.72,16.27,24.25,19.84,21.77,22.52,4.92,11.02,8.35,14.85,5.28,14.27,48.6,10.66,10.72
11.87,10.85,6.4,11.03,8.55,5.535555555555556,7.05,12.02,14.65,62.35,15.3,12.18,9.85,7.88,13.75,12.68,11.23,13.72,23.58,20.53,17.27,16.7,4.33,13.8,8.222105263157895,28.8,5.0,15.32,45.93,12.18,9.9
9.88,10.48,6.12,11.57,8.45,7.01235294117647,0.0,10.98,14.97,60.57,15.28,8.78,9.3,5.25,16.25,11.4,11.5,11.07,23.15,19.24,16.8,22.85,3.8,11.95,8.538888888888888,21.2,5.65,18.77,50.0,13.85,9.5
9.53,9.0,5.55,12.93,7.92,6.99125,27.421,11.25,13.77,62.53,14.95,9.18,9.38,10.2,17.08,10.47,10.78,9.9,24.55,20.5,16.75,17.95,3.47,14.22,8.302777777777777,15.88,4.6,19.25,50.6,13.13,7.9
9.59,9.57,5.9,11.43,7.53,6.1066666666666665,30.308095238095234,10.0,14.25,62.34,14.7,10.05,9.52,6.67,14.91,12.5,10.55,10.95,26.92,19.34,16.33,19.45,3.43,12.82,8.412777777777777,21.55,4.72,12.7,51.38,14.27,10.05
10.63,15.72,6.82,11.43,9.9,5.737500000000001,39.40190476190477,10.43,15.73,57.92,15.36,16.75,9.97,8.1,18.8,14.43,10.9,14.18,27.2,18.96,23.55,28.18,5.05,13.15,8.986111111111109,22.98,6.0,12.85,48.65,15.59,14.23
13.35,16.6,9.18,10.62,10.65,5.681176470588234,37.74,11.7,16.68,73.47,15.27,19.48,10.77,10.0,23.16,16.75,12.18,17.1,30.93,25.82,27.3,26.968636363636367,6.88,17.38,9.457894736842105,12.65,6.82,13.43,67.65,16.37,17.4
16.85,19.83,11.68,14.27,27.5,6.613333333333333,34.97,13.07,20.48,73.77,15.97,33.9,15.72,36.83,24.49,20.67,16.52,45.98,33.8,72.63,43.03,29.22681818181818,22.5,20.75,12.8,12.97,8.62,19.98,74.78,17.04,26.77
26.38,33.95,23.42,15.15,32.1,2.6,36.09,16.07,23.43,82.91,18.36,50.9,19.2,23.57,30.1,24.75,20.88,54.28,37.52,27.22,48.8,43.6,24.65,20.45,12.88,15.72,9.72,25.98,87.8,15.35,32.95
29.45,41.55,25.35,19.93,26.27,3.55,35.35,18.12,25.15,83.66,17.65,47.65,25.45,33.35,28.51,23.38,20.4,50.83,40.85,26.81,46.3,48.55,25.1,23.25,14.25,17.55,12.95,31.9,86.53,17.0,33.6
26.65,47.75,25.7,21.0,31.23,2.78,36.07,18.83,25.15,70.96,16.84,40.75,23.6,26.72,33.83,27.8,21.73,66.42,36.65,31.55,40.85,32.4,23.6,22.23,14.82,30.65,14.68,40.8,65.22,23.73,45.75
24.94,24.02,21.7,23.48,38.27,2.73,35.24,20.95,23.92,65.66,18.19,39.02,30.82,24.17,29.3,21.4,18.98,68.32,34.0,31.21,33.62,24.15,23.8,21.32,15.75,33.75,11.47,44.35,54.65,28.06,44.6
17.12,20.75,19.2,27.25,33.67,2.65,32.89,33.3,22.75,63.13,17.52,31.53,33.83,23.83,29.58,18.98,17.7,56.48,31.98,31.3,30.7,25.33,19.95,17.68,16.93,35.33,10.75,35.52,26.23,17.82,40.42
18.56,19.2,16.7,22.25,25.8,6.4864999999999995,30.76,40.57,22.12,52.49,17.32,26.1,31.9,22.12,24.07,22.15,16.23,45.88,31.83,22.68,30.53,26.75,14.5,15.28,31.93,22.9,9.15,33.85,19.12,14.86,41.92
18.16,16.82,15.4,34.22,20.68,5.490526315789474,28.73,31.85,21.6,46.08,17.55,22.4,36.95,18.32,31.09,19.3,14.75,39.47,28.73,26.79,34.58,17.5,14.93,17.4,31.2,21.73,9.77,40.67,18.98,14.05,39.45
26.46,15.3,11.95,37.65,28.8,6.401666666666667,27.47,23.7,20.4,48.77,17.74,14.3,24.32,16.6,26.92,30.4,12.55,30.5,23.8,30.83,34.22,14.4,19.16375,22.5,17.6,17.5,9.6,33.8,23.4,13.76,39.6
34.01,27.05,11.28,33.7,45.95,5.860555555555556,28.15,25.65,25.32,50.06,17.32,18.15,22.47,21.38,21.21,30.95,11.88,49.95,29.73,46.88,35.2,14.1,28.8,29.18,17.78,16.73,8.53,37.82,32.25,15.64,45.12
33.3,40.3,11.12,31.48,77.5,0.8,29.64,27.3,26.9,47.54,16.85,18.0,23.3,13.65,24.64,36.0,10.68,38.9,32.07,103.22,33.5,16.48,19.85,24.75,17.82,18.95,7.87,38.2,61.1,18.04,39.5
34.71,46.95,11.5,25.0,43.1,6.384736842105263,32.2,25.15,33.73,52.64,17.98,24.7,29.45,16.77,32.41,36.28,10.2,42.12,39.3,94.47,34.1,16.77,15.1,25.4,30.25,20.95,8.15,43.52,116.45,28.35,39.33
39.21,60.55,12.65,25.65,38.03,5.0484210526315785,29.79,26.75,38.45,57.46,18.83,34.62,26.15,30.15,30.1,37.6,10.75,67.57,44.1,54.3,43.15,17.43,16.38,54.22,31.48,27.02,10.07,46.98,208.62,34.16,59.17
28.14,44.1,13.25,24.88,20.82,4.55,26.54,29.82,32.65,55.71,17.36,21.8,23.83,27.93,31.55,31.3,15.0,38.6,41.65,34.02,25.6445,18.73,16.73,30.45,23.2,27.1,8.27,44.2,135.12,21.25,35.22
24.8,31.35,8.5,20.1,18.35,5.47,25.95,27.5,25.23,44.77,16.82,17.85,15.97,28.45,26.3,24.92,13.82,26.82,34.67,28.97,24.327,17.43,13.97,12.4,18.23,18.38,8.32,30.17,173.62,16.3,28.02
29.99,25.72,6.3,14.78,11.4,3.85,25.78,17.85,22.62,69.75,18.39,11.95,12.7,13.97,33.55,18.85,8.5,17.1,34.03,31.69,22.5505,16.6,13.18,11.62,9.9,12.77,6.4,22.73,230.77,13.74,23.18
29.97,15.65,6.75,12.98,6.75,3.23,26.91,14.3,20.67,59.48,18.1,10.95,17.9,30.35,31.43,15.77,9.4,18.8,29.7,24.85,20.0595,19.38,9.12,16.55,9.6,10.98,6.83,19.6,137.25,15.57,16.77
25.52,12.53,6.12,11.4,7.25,3.52,27.37,10.93,17.45,63.05,16.06,9.22,12.62,68.43,36.89,13.8,9.68,10.1,24.9,23.6,17.5,20.65,6.12,8.62,9.28,9.12,6.83,17.98,72.4,14.49,12.28
21.8,13.45,5.75,10.57,6.33,4.78,26.74,10.0,15.93,54.76,15.74,8.57,10.92,19.85,31.96,13.38,9.12,14.331249999999999,23.3,23.71,16.77,20.25,6.03,5.88,8.75,11.9,6.75,28.15,61.8,13.29,15.65
10.1,12.58,7.37,10.65,5.92,8.25,27.77,9.35,14.28,47.38,14.9,9.4,10.92,25.07,28.4,12.75,9.25,11.4,20.5,22.28,14.85,19.8,4.78,5.88,6.8,9.45,6.8,15.43,106.85,13.46,11.85
10.02,18.1,6.4,9.43,6.48,4.42,31.48,10.07,16.1,54.71,14.72,7.18,10.9,37.45,23.977083333333336,12.93,9.88,11.03,20.85,20.4,13.95,17.4,5.12,6.5,6.67,6.0,6.95,11.38,101.45,13.9,12.9
9.04,17.82,6.47,11.07,6.12,4.12,33.67,11.43,15.25,55.5,14.76,7.3,11.0,8.6,28.63,10.8,9.95,14.75,22.68,25.6,16.55,22.77,4.92,7.2,6.6,11.68,6.38,10.55,149.32,15.03,12.67
8.44,28.73,5.45,10.5,10.1,4.2,34.1,9.05,14.45,57.37,14.95,8.62,18.15,59.73,23.75,10.0,8.65,9.95,21.1,22.59,19.73,18.9,7.5,6.22,6.75,7.0,5.6,10.62,154.27,15.73,11.27
10.43,40.9,7.18,9.85,19.15,4.72,31.39,8.93,16.57,55.56,15.77,18.05,15.8,95.93,26.37,11.7,8.07,20.25,22.62,42.73,26.6,23.25,10.18,6.07,6.95,8.88,7.22,10.95,109.1,15.53,12.68
16.19,45.0,8.75,11.78,24.55,5.17,37.06,9.9,19.82,56.14,17.58,28.48,17.35,98.38,30.71,14.85,12.5,24.6,27.55,101.12,29.45,21.5,23.17,8.43,10.15,8.75,12.82,21.05,147.07,16.3,20.62
25.92,51.52,10.88,14.62,31.8,5.93,36.32,17.82,21.65,44.77,18.28,27.7,23.15,103.33,28.84,18.6,13.38,23.02,29.95,62.49,35.85,25.2,32.62,15.57,10.22,12.02,15.2,24.05,162.85,19.43,20.62
32.52,68.68,12.65,11.5,39.82,8.55,35.43,26.15,25.2,41.09,18.49,29.7,36.3,126.72,33.64,28.6,12.27,25.38,31.62,101.29,37.65,37.45,35.85,17.82,22.05,15.2,22.75,26.77,196.3,18.21,36.97
25.67,77.88,20.1,14.38,41.83,9.1,38.51,40.72,27.05,41.31,18.25,34.15,33.17,58.38,43.22,37.75,15.93,37.92,30.0,84.19,58.85,29.5,27.72,17.0,15.25,24.38,20.03,34.08,244.48,22.87,44.65
25.44,31.0,23.95,15.43,47.52,9.12,39.93,49.8,28.35,47.5,20.68,44.8,26.2,35.47,54.33,37.95,17.02,27.3,36.1,70.59,45.02,25.05,19.95,16.0,16.62,18.6,19.47,36.28,153.23,18.31,53.15
23.28,17.43,8.57,20.3,21.2,9.6,28.27,26.12,24.67,41.77,17.25,26.68,17.55,17.7,29.97,26.45,16.27,21.57,28.57,75.08,22.65,14.35,17.35,45.92,17.02,19.67,19.25,28.98,119.35,19.16,40.48
15.32,9.62,4.88,14.55,8.85,8.28,27.65,20.58,19.18,37.59,14.99,11.75,17.75,11.95,21.68,19.52,10.43,11.43,34.68,60.59,18.85,8.5,7.9,13.75,8.5,8.0,11.55,15.68,37.6,16.29,19.3
10.37,12.93,5.0,16.52,9.12,5.78,25.89,17.95,19.97,35.07,14.14,7.8,12.15,10.48,18.97,15.3,8.18,8.77,27.73,55.69,18.2,7.68,6.12,10.18,7.6,6.33,9.25,14.25,41.6,11.67,15.25
9.96,6.3,5.2,11.8,9.35,6.4,26.44,12.3,13.7,33.54,13.96,5.3,7.33,6.25,19.73,12.15,6.2,8.1,21.4,46.99,17.5,5.6,10.3325,6.7,6.9,9.45,6.3,10.4,20.0,10.15,11.6
7.7,5.85,4.42,9.25,6.85,5.97,26.11,10.97,16.6,37.1,13.54,3.83,8.57,7.28,21.52,11.98,6.5,5.65,17.75,31.64,14.65,6.25,6.48,8.0,5.8,10.22,5.2,8.65,17.12,10.31,9.55
7.67,6.38,4.72,11.03,7.5,6.83,26.31,8.45,16.75,36.43,13.5,3.33,25.08,13.68,27.17,11.0,6.0,4.62,25.02,35.82,15.82,9.65,5.3,11.03,5.32,12.07,4.62,9.18,15.03,11.55,6.85
21.93,11.88,6.17,11.82,13.35,6.88,25.82,9.88,18.62,34.86,13.94,4.72,31.3,75.12,21.63,13.97,7.12,6.35,27.55,45.14,16.35,12.0,7.88,12.12,6.4,9.48,6.12,11.75,127.8,15.57,8.88
