IHBAS-CPCB,Dwarka-S8-DPCC,Sri-Aurobindo-Marg-DPCC,East-Arjun-Nagar-CPCB,DTU-CPCB,Okhla-Phase-2-DPCC,Alipur-DPCC,Aya-Nagar-IMD,Sonia-Vihar-DPCC,Ashok-Vihar-DPCC,JNS-DPCC,Mundka-DPCC,Pusa-DPCC,Shadipur-CPCB,Vivek-Vihar-DPCC,Mandir-Marg-DPCC,Nehru-Nagar-DPCC,Wazirpur-DPCC,CRRI-Mathura-Road,RK-Puram-DPCC,Punjabi-Bagh-DPCC,KSSR-DPCC,Jahangirpuri-DPCC,Bawana-DPCC,Narela-CPCB,Patparganj-DPCC,Rohini-DPCC,Anand-Vihar-DPCC,NSIT-Dwarka-CPCB,MDCNS-DPCC,Najafgarh-DPCC
26.2,42.4,21.05,40.06,20.25,33.48,11.95,23.53,32.62,29.65,49.2,27.85,33.15,42.93,38.55,19.4,41.38,33.95,18.86,48.361818181818194,51.72,52.95,22.85,21.73,58.65,12.951875000000001,26.18,47.2,16.66,37.81818181818182,17.4
25.89,40.58,20.0,38.13,23.55,32.7,9.68,22.52,38.3,31.18,58.08,27.9,31.32,43.94,35.3,17.35,44.67,37.42,26.51,40.367,59.73,46.0,25.77,20.33,50.3,4.0,24.38,41.32,16.52,34.18363636363636,25.8
23.11,35.15,18.3,34.52,27.4,49.17,5.95,21.11,33.27,28.35,58.43,22.95,30.48,46.16,33.88,16.38,41.27,37.38,34.73,34.85636363636364,51.1,35.85,22.9,30.17,53.07,4.2,24.15,40.48,21.65,28.764545454545456,23.18
21.3,36.3,17.57,27.46,31.3,44.65,3.03,22.31,35.92,27.58,57.22,20.1,29.35,45.08,23.1,15.7,53.55,32.47,33.39,30.23818181818182,49.58,45.65,19.38,35.02,53.08,4.0,25.2,22.6,22.65,24.017272727272726,22.47
15.99,32.1,13.45,31.41,33.48,27.05,7.05,27.27,28.6,27.75,28.1,24.77,10.8,38.76,25.0,16.65,36.2,30.95,32.76,27.027272727272727,24.9,40.371249999999996,15.4,27.5,34.6,2.7,12.8,16.05,21.52,18.794999999999998,21.45
14.8,20.12,15.8,31.47,36.48,28.27,2.27,20.86,25.9,23.68,23.32,20.02,10.45,40.29,27.0,15.45,32.65,33.55,24.99,26.514166666666664,32.27,52.78,13.17,18.97,30.17,3.05,13.3,16.15,18.87,19.284545454545455,20.6
45.3,25.0,16.98,33.61,27.75,30.02,10.889285714285714,18.43,25.65,24.23,21.02,20.95,12.95,34.64,28.95,14.82,29.75,31.43,20.27,25.886923076923075,29.43,44.38,13.57,16.45,23.7,4.4,11.57,23.77,17.09,18.402727272727272,21.33
41.38,29.82,12.43,39.55,21.5,29.0,12.303846153846154,18.36,34.8,25.75,39.75,20.95,29.98,31.71,28.8,13.9,37.17,32.12,18.93,26.140000000000004,30.7,24.78,14.03,17.05,42.1,4.72,13.65,33.73,16.65,18.85909090909091,19.9
29.73,35.02,14.8,37.18,16.3,31.95,0.1,16.88,40.08,28.02,38.35,22.65,27.35,41.3,32.67,13.25,37.35,28.77,17.75,26.445,36.05,20.58,12.57,17.7,33.3,5.67,18.55,34.73,17.25,20.061818181818182,22.92
26.25,37.88,26.7,30.46,21.5,22.45,10.140909090909089,16.45,35.82,28.07,26.85,20.8,23.6,41.75,25.15,19.83,25.3,28.85,15.25,39.9,46.02,15.83,11.55,15.57,23.07,4.75,18.4,34.3,19.41,17.82181818181818,20.45
21.58,31.65,18.27,29.7,19.68,16.25,11.897272727272728,17.07,36.25,23.2,18.73,29.67,20.65,41.39,20.4,24.73,20.58,26.75,13.16,38.2,46.95,12.65,17.15,15.7,14.43,4.3,17.02,28.45,34.74,19.06384615384615,13.47
15.73,29.85,15.6,29.42,17.05,14.25,12.226666666666667,18.1,33.0,22.8,22.88,27.52,30.45,32.99,23.88,23.8,18.43,30.3,15.02,40.1,37.08,14.12,18.32,14.57,23.9,7.841428571428571,15.43,27.12,28.68,19.874285714285715,8.5
21.03,25.73,15.12,32.64,15.5,15.0,12.488461538461538,18.33,29.45,23.02,18.73,26.68,13.72,32.05,27.77,22.07,17.9,31.32,12.22,35.02,58.27,7.7,18.2,14.68,13.62,3.75,14.75,25.77,20.1,20.551538461538463,6.885
29.82,18.58,14.45,37.12,15.68,17.83,6.3,17.58,34.85,21.7,18.82,18.45,7.9,25.95,30.9,18.38,20.4,25.42,14.01,41.05,45.95,8.88,14.8,13.35,11.6,3.9,12.32,32.35,18.07,22.310714285714283,4.1
20.68,30.43,14.32,54.56,18.25,27.4,11.12,16.75,55.12,28.0,26.88,20.52,25.12,28.0,24.25,23.4,27.25,27.57,24.56,41.95,47.55,21.45,19.0,12.62,27.68,8.15,21.23,39.0,20.98,41.78,6.62
23.99,35.53,25.17,60.14,24.52,30.38,28.43,18.51,74.6,28.6,37.12,22.97,59.12,38.08,28.2,22.05,41.3,36.5,44.71,38.77,46.6,21.55,23.35,23.15,43.7,12.15,28.4,42.7,21.87,38.83,5.12
20.999000000000002,38.9,10.73,55.93,28.3,35.75,28.2,17.52,70.05,29.7,27.6,21.9,47.12,39.29,30.52,17.88,24.68,35.9,40.88,42.1,37.1,21.3,50.7,22.77,42.83,12.65,22.6,46.88,20.26,32.15,9.1
23.479499999999998,37.05,13.55,46.39,29.05,41.7,20.07,16.49,18.4,29.53,29.07,26.77,49.72,41.96,47.15,18.45,32.35,40.9,38.4,44.3,43.62,32.88,42.52,22.95,41.0,11.88,20.83,52.83,20.27,39.05,9.95
31.49,25.48,22.17,33.32,31.27,41.73,6.83,16.34,22.22,31.92,40.42,26.95,26.35,39.67,38.75,22.27,38.95,40.05,35.82,31.919999999999998,52.38,51.88,33.4,24.65,18.57,12.95,22.0,72.12,24.82,45.88,11.05
24.12,34.8,30.2,37.12,19.8,44.12,2.05,20.72,13.43,27.98,47.0,26.27,26.68,36.4,28.7,25.83,35.92,38.42,29.07,34.644375,48.97,70.75,19.52,24.1,17.05,11.28,14.67,49.05,24.82,46.9,12.6
22.6,47.12,42.28,46.46,18.45,42.73,1.98,24.3,16.27,28.45,38.48,23.82,22.98,33.2,31.62,27.58,35.85,35.15,19.13,39.90800000000001,50.82,46.5,34.0,30.5,24.32,10.02,16.95,46.95,25.48,44.95,15.38
46.23,48.78,46.52,57.08,27.83,41.67,1.72,24.27,19.1,28.57,58.42,34.23,26.23,28.28,33.22,27.95,44.62,37.7,17.99,46.51833333333334,79.07,43.2,34.3,25.57,25.75,9.82,21.88,43.53,26.68,50.15,18.65
41.26,55.6,46.75,59.41,21.17,40.62,0.68,25.32,21.9,30.12,49.58,28.95,29.27,28.86,40.78,29.07,53.83,34.55,16.52,52.76454545454544,71.05,58.85,19.45,29.05,32.4,12.0,20.5,37.02,27.78,50.0,20.33
28.97,57.72,33.17,58.43,20.93,29.5,0.57,21.75,21.83,27.2,51.47,28.33,35.52,25.24,37.95,28.2,40.08,30.07,14.92,50.93636363636363,71.45,37.62,32.2,22.45,35.27,14.6,18.75,33.55,25.49,44.58,24.85
28.63,53.9,23.48,49.83,18.25,29.02,1.48,19.5,21.6,25.77,39.95,25.95,32.05,25.92,29.0,25.82,32.8,29.95,15.15,43.44636363636364,63.2,41.55,22.65,19.85,35.27,12.92,18.3,33.05,24.84,37.92,23.32
22.66,45.98,19.95,37.8,23.58,26.05,0.88,19.08,19.6,28.3,32.15,22.1,28.9,28.38,30.07,23.57,29.75,29.48,14.65,38.97727272727273,53.1,42.17,30.45,19.2,35.55,10.9,18.67,32.52,23.85,38.48,21.43
18.09,36.05,16.18,36.29,21.62,18.27,0.6,19.1,21.62,26.17,30.73,18.98,23.07,28.59,24.93,19.3,27.27,26.8,13.09,32.690000000000005,39.1,28.05,15.15,19.43,30.48,8.38,17.45,25.68,23.81,34.53,19.85
17.99,37.55,16.3,38.77,18.7,20.85,6.347647058823529,17.91,16.52,25.93,25.9,16.62,19.23,23.06,20.83,16.42,27.35,26.65,13.08,29.660833333333333,29.65,22.7,13.1,17.5,28.82,7.1,12.85,23.4,21.74,30.47,15.25
13.01,32.3,14.25,36.28,17.08,19.85,1.0,17.21,16.2,25.1,26.5,16.92,20.85,25.04,21.35,15.3,20.5,25.2,13.4,24.941666666666663,26.75,26.5375,9.2,18.4,23.9,7.8,16.0,19.65,18.02,26.25,17.1
12.43,30.12,14.7,30.4,17.95,22.75,0.3,16.91,15.0,22.98,28.17,19.33,18.2,22.41,21.3,15.35,21.85,24.8,13.95,22.467692307692307,27.3,19.2,8.65,18.67,27.65,7.33,16.02,42.35,20.01,25.08,15.78
14.75,29.95,15.7,30.51,15.97,19.18,7.768461538461539,16.66,13.4,21.75,28.23,18.7,16.62,25.57,18.3,15.88,21.48,23.65,12.87,24.513846153846153,30.05,27.93,9.15,18.23,27.88,7.38,18.62,64.03,19.55,25.45,13.07
15.78,25.0,14.6,28.71,21.85,18.9,9.931666666666667,16.46,15.73,22.97,36.12,19.02,15.47,37.45,17.07,16.52,21.35,27.2,11.57,23.455333333333332,32.48,18.85,13.57,16.85,25.67,7.05,18.95,58.97,18.01,25.93,12.35
15.6,24.23,14.05,24.43,14.22,14.6,6.439999999999999,17.34,18.07,23.8,23.58,20.15,12.77,39.82,14.9,16.12,25.0,25.8,10.8,23.325294117647058,35.8,11.85,10.73,16.35,20.7,6.72,17.33,57.78,16.07,23.23,11.53
14.84,20.57,13.05,23.43,13.0,13.0,6.773999999999999,16.13,16.95,22.9,12.3,18.57,12.2,30.93,16.48,15.9,24.05,24.6,10.12,25.03,34.35,11.22,6.07,13.57,15.6,6.7,14.28,43.58,15.7,18.15,10.88
13.51,15.45,13.72,24.93,15.18,12.93,7.133,15.96,18.2,20.9,13.8,17.7,8.12,87.06,18.05,15.02,17.85,25.08,10.24,26.62,29.4,9.0,5.47,12.95,16.12,5.93,14.88,38.58,16.3,14.02,6.92
11.32,14.68,12.82,21.45,14.38,12.5,6.839090909090908,16.19,16.77,18.88,13.12,22.3,9.07,68.96,16.15,16.52,14.17,22.1,11.4,28.28,27.1,7.72,6.0,13.62,20.43,6.0,14.2,53.95,15.66,14.38,3.45
11.55,11.2,11.32,20.38,12.07,13.2,6.4558333333333335,16.42,14.93,16.75,14.05,17.15,7.47,33.56,15.25,16.95,12.68,23.73,10.17,26.1,33.45,6.55,7.72,11.7,9.4,5.53,11.5,46.7,14.16,15.28,4.659411764705883
12.38,8.57,10.15,19.52,13.15,13.6,10.805333333333333,16.62,16.42,15.88,11.97,17.83,6.18,20.93,16.12,16.4,16.33,25.62,10.03,22.85,30.95,5.15,8.73,11.93,25.75,4.78,10.5,48.42,15.79,12.9,3.15
11.53,13.43,9.2,18.79,10.8,12.57,1.88,16.55,16.32,15.4,11.38,14.72,5.6,21.07,14.68,17.4,17.35,26.93,9.63,18.23,31.62,4.8,12.28,12.47,27.05,4.6,10.4,53.67,16.11,13.15,2.9
11.49,17.462272727272726,8.25,21.87,12.3,13.25,4.43,16.37,16.15,16.95,12.6,14.32,4.58,19.96,13.32,16.9,16.23,26.62,9.24,17.45,29.9,4.35,10.68,12.02,28.02,4.47,11.62,49.12,16.0,12.5,2.5
21.77,12.0,9.12,28.27,12.35,15.35,6.35,16.4,16.68,15.35,10.9,15.12,5.0,22.14,18.75,14.82,13.05,29.12,9.17,19.88,28.7,5.72,16.95,11.85,25.43,4.95,11.52,48.0,16.77,11.15,2.98
23.93,14.32,12.95,22.04,10.27,18.2,3.48,17.2,15.03,14.75,19.8,20.55,9.43,25.64,17.62,16.7,16.93,28.38,10.43,24.45,36.53,7.03,45.65,11.32,18.47,6.27,10.55,51.85,14.97,14.05,3.22
38.4,15.47,10.98,23.37,9.95,15.47,1.47,23.22,15.32,13.95,14.9,15.58,7.08,23.72,14.78,17.3,16.65,28.0,11.14,26.88,38.23,7.3,54.92,11.75,22.62,6.1,10.82,48.05,13.46,16.83,6.05
50.34,14.18,10.7,27.8,8.82,14.43,1.12,23.3,14.38,12.18,14.75,13.43,6.6,22.16,13.95,15.7,14.03,29.08,11.02,23.75,33.67,6.6,69.38,11.72,16.3,6.25,9.68,50.67,15.36,18.75,4.82
54.52,19.23,14.9,45.74,10.62,16.12,0.7,22.87,14.32,14.38,22.3,14.6,8.68,24.8,22.75,16.77,17.35,29.17,10.28,26.3,35.25,7.28,55.9,15.9,13.35,6.32,13.23,48.72,16.06,22.33,5.83
39.89,16.3,15.05,39.08,14.53,15.45,0.62,23.01,18.05,19.98,23.35,20.2,11.28,29.46,30.7,19.35,19.25,33.45,11.47,25.4,52.88,7.9,33.3,15.43,17.5,8.1,19.9,61.27,18.24,19.27,5.6
46.9,18.65,15.9,29.58,19.6,15.72,0.9,20.4,18.8,19.7,20.2,19.95,13.47,35.99,27.77,20.77,21.85,30.18,11.33,25.45,55.07,8.72,21.75,15.18,22.73,8.07,22.96944444444445,61.85,28.56,18.45,4.97
34.59,16.62,14.07,28.34,22.05,13.82,0.45,20.09,18.62,21.88,13.33,19.75,10.75,27.85,23.3,18.05,16.95,25.55,10.61,22.6,45.25,7.92,14.32,14.0,23.02,7.23,23.376470588235293,41.38,32.94,16.85,6.88
20.09,12.33,10.98,31.6,18.45,12.5,9.39529411764706,21.08,16.85,19.42,9.18,18.45,10.12,25.07,17.3,16.42,12.65,22.3,10.48,20.82,37.4,8.35,10.28,13.8,17.73,6.93,22.76125,25.2,34.44,15.73,5.43
18.54,11.03,10.18,24.91,21.7,12.97,8.575,19.19,15.28,18.47,8.32,17.62,9.2,24.34,14.07,14.15,12.5,22.7,9.93,17.92,33.52,7.98,11.35,13.73,18.77,5.95,21.193333333333335,19.85,27.16,14.85,4.52
17.91,9.45,9.4,24.54,25.3,11.48,8.984666666666666,19.12,14.28,17.65,6.52,17.28,9.32,24.51,12.58,14.1,10.32,21.98,9.6,16.88,28.07,6.88,8.4,13.85,16.4,6.3,18.802000000000003,36.25,23.14,15.5,4.78
16.56,6.55,6.72,26.26,29.17,9.72,7.680769230769231,28.76,13.65,16.08,5.92,14.05,8.75,21.48,17.05,12.62,9.92,21.2,9.88,14.45,17.7,5.83,7.93,13.18,26.4,5.03,16.828,26.28,21.42,14.0,4.18
13.3,6.5,6.3,23.83,24.3,9.8,9.576923076923077,21.25,11.8,16.75,5.2,12.18,4.8,18.75,14.35,9.4,6.2,21.2,9.11,14.68,11.7,5.85875,8.0,14.4,11.3,4.1,14.128571428571428,43.65,20.66,9.4,2.85
15.18,7.38,6.22,17.47,11.6,8.92,7.68923076923077,17.51,12.7,15.4,4.08,13.5,6.12,19.17,15.78,10.8,6.6,21.8,9.26,15.68,13.05,4.1,7.92,11.85,12.93,4.07,13.937142857142856,30.18,17.84,9.67,1.77
13.21,7.0,5.55,17.99,14.3,8.5,8.803636363636365,18.49,13.82,16.27,4.7,13.93,4.5,18.2,12.38,12.93,9.07,20.38,8.95,14.18,13.57,4.83,8.07,12.75,19.15,4.08,13.952142857142858,19.82,15.04,9.6,2.1
10.74,9.28,6.9,22.6,12.55,9.95,10.532727272727273,18.13,11.75,14.2,6.88,12.52,3.95,21.64,12.62,14.93,13.28,22.1,8.9,12.43,16.2,3.98,7.03,11.9,23.12,3.88,15.47285714285714,25.1,13.95,10.45,1.25
14.82,10.38,9.95,25.47,19.85,10.95,7.222999999999999,16.96,14.85,17.25,9.0,15.78,7.62,22.9,20.65,15.28,13.38,21.65,9.43,16.5,19.23,4.92,11.5,12.5,21.92,5.0,16.506428571428568,32.38,13.91,12.12,3.6
15.15,11.95,11.05,24.46,20.2,13.18,6.890000000000001,19.29,16.5,16.68,11.38,17.15,8.68,19.52,20.55,14.73,13.9,20.93,10.23,20.88,26.35,6.9,13.68,13.32,21.8,5.43,16.08,46.67,14.41,13.47,3.38
14.58,13.95,11.62,19.67,21.17,12.18,6.668000000000001,20.26,16.45,18.82,13.15,16.35,5.85,18.66,18.55,15.62,15.98,22.4,10.33,21.73,28.67,7.78,14.4,15.2,25.73,5.45,14.964117647058822,42.62,14.44,13.47,4.5
14.86,10.82,11.73,20.91,18.35,11.75,6.022,17.17,15.82,18.23,14.73,16.12,5.62,27.96,15.85,17.77,15.0,24.88,9.4,23.6,35.8,6.88,13.93,15.0,16.38,5.78,13.88388888888889,49.62,14.25,13.45,3.1
24.12,13.3,11.32,20.52,14.88,13.93,5.263,16.96,14.98,18.35,17.57,16.02,9.93,26.4,15.62,19.1,18.98,24.73,10.75,20.62,36.4,6.38,12.75,14.57,18.52,5.1,13.145263157894737,52.97,13.87,16.4,4.12
20.54,10.45,10.25,20.92,11.9,15.3,12.374166666666667,21.06,15.663913043478262,18.6,17.83,16.2,8.62,22.09,17.07,17.1,20.23,28.05,10.35,25.2,34.23,5.15,14.03,14.18,19.33,4.93,11.72,66.68,13.23,15.5,3.05
15.89,13.07,9.47,22.74,12.35,12.9,8.760000000000002,25.01,17.35,18.62,14.15,15.6,7.12,21.36,16.6,17.6,17.0,28.55,10.62,18.88,25.42,5.28,16.85,13.458421052631579,31.8,4.83,12.5,60.23,14.51,15.15,2.48
13.13,12.9,9.25,20.66,14.05,13.52,10.813076923076922,18.417368421052632,15.38,20.0,10.0,14.38,4.8,21.06,14.93,18.73,14.12,30.73,10.1,18.82,33.8,4.75,15.93,13.946666666666665,27.5,5.3,15.07,68.55,16.52,14.45,3.08
12.03,11.7,7.95,26.98,16.52,12.62,9.423846153846155,19.30684210526316,14.97,17.67,12.62,15.53,7.12,21.33,13.78,17.3,13.8,31.6,11.65,20.88,27.15,3.92,19.88,13.792222222222222,21.75,4.82,14.47,63.1,19.24,13.4,2.02
13.14,11.7,8.7,29.13,13.6,12.1,7.035714285714286,19.501,13.8,18.68,13.65,15.52,7.5,20.45,17.53,18.0,15.48,33.8,10.62,21.0,30.98,3.58,17.07,14.09388888888889,24.73,4.77,9.88,66.25,19.86,16.48,3.65
13.55,21.55,10.62,31.92,12.88,16.93,5.7725,19.9155,14.15,17.52,22.7,16.15,10.6,26.84,19.42,18.75,20.5,34.15,10.81,31.17,40.65,6.08,17.93,15.050000000000002,29.18,5.65,9.9,58.05,20.59,22.55,3.45
19.6,21.95,15.2,42.95,12.47,19.35,5.675882352941177,23.93,16.65,21.12,30.48,17.93,14.68,31.34,24.55,20.73,26.1,36.55,13.87,37.33,38.98,9.32,22.52,15.904736842105264,18.82,6.45,10.38,86.73,22.08,27.42,3.0
25.58,23.35,20.55,47.83,18.2,43.58,7.028333333333334,23.18,18.07,26.18,50.65,26.27,32.77,34.0,32.6,28.12,50.0,38.38,34.05,52.5,42.854090909090914,36.47,28.48,21.75,20.23,8.15,16.0,103.25,21.94,43.35,6.5
42.97,45.8,41.17,59.1,19.98,50.65,0.2,24.59,24.32,32.45,68.67,31.4,25.8,42.53,38.4,33.65,56.05,42.9,18.21,61.25,62.02,37.5,30.18,21.85,26.5,8.82,21.62,118.05,22.62,51.08,10.97
47.33,58.27,42.15,56.88,28.75,44.35,1.62,24.01,28.5,35.1,60.88,37.3,43.52,42.86,35.02,31.72,50.0,42.18,17.42,59.18,68.0,38.4,32.83,23.93,29.33,11.88,27.15,111.85,25.52,47.17,12.47
43.16,61.32,34.92,45.25,30.68,41.93,0.4,25.2,29.47,32.75,56.72,33.62,38.67,45.97,40.17,31.93,51.2,35.12,18.79,51.6,53.05,33.9,25.95,24.4,38.25,13.28,31.6,87.68,27.2,51.02,20.32
38.56,36.85,25.27,47.34,34.75,42.92,0.17,24.77,32.67,30.1,51.25,38.95,34.0,42.33,30.02,28.27,47.9,30.92,18.5,41.7,42.35,34.55,21.25,25.82,48.05,10.68,29.5,72.05,27.99,49.15,25.52
25.91,33.42,20.82,37.16,35.15,42.12,0.45,21.9,39.8,27.48,43.6,36.4,33.95,38.16,26.68,25.38,46.93,28.73,17.35,37.62,42.8,26.55,23.18,27.07,47.08,9.7,25.67,38.17,23.75,43.92,25.38
24.44,33.02,15.28,44.64,32.47,37.83,7.727777777777779,19.77,38.4,28.92,41.85,32.1,30.17,32.07,30.23,19.45,44.3,29.27,13.61,39.12,43.08,21.12,20.68,40.03,37.85,8.43,24.5,28.15,21.37,43.85,21.68
21.68,25.6,13.0,36.43,32.6,32.5,6.36125,18.0,34.33,25.38,35.45,31.75,26.72,43.47,24.4,16.23,42.72,26.38,14.29,40.1,28.88,19.8,13.48,39.0,35.3,8.43,24.85,29.02,18.53,38.6,21.27
26.33,23.0,12.05,42.4,37.5,37.7,7.760624999999999,16.99,28.0,24.0,24.5,27.35,22.75,40.33,31.15,11.85,36.2,22.75,16.35,36.73,24.5,25.963749999999997,16.3,27.2,27.7,9.4,23.0,35.0,18.29,38.4,14.55
33.77,33.83,9.25,55.91,33.58,36.62,6.6274999999999995,17.25,25.93,28.88,29.6,28.5,24.05,32.18,32.25,11.88,38.1,30.57,19.3,33.28,24.2,36.88,11.4,27.1,27.58,7.55,24.38,36.27,21.04,37.02,14.45
30.39,41.08,10.05,56.6,31.35,40.23,7.906428571428571,18.49,24.7,29.82,29.33,26.2,19.02,33.75,32.67,10.8,36.3,30.85,31.85,32.17,26.43,25.98,10.45,26.65,27.88,6.85,21.23,57.17,18.68,36.2,13.72
27.88,47.05,9.65,53.79,23.9,35.25,8.719333333333333,18.16,19.93,27.08,33.85,25.18,20.32,47.11,30.8,10.95,33.05,28.75,30.31,27.85,28.02,20.6,10.32,31.23,27.73,7.12,16.5,98.1,20.89,32.5,11.38
30.91,38.35,10.2,49.54,20.88,33.8,5.692000000000001,16.16,22.4,26.23,35.12,26.18,23.92,42.59,33.98,11.12,34.48,29.77,22.69,24.4,28.07,22.23,45.58,28.93,27.55,8.5,14.57,96.17,21.17,31.17,8.77
31.64,43.25,17.55,36.77,21.98,26.33,2.15,15.92,29.73,26.12,30.33,27.6,24.95,40.59,32.6,16.77,36.38,31.85,17.12,24.954500000000003,29.65,22.6,27.58,27.52,34.65,7.08,18.1,105.53,19.93,28.15,18.25
32.36,37.42,13.22,19.87,24.1,25.95,4.92,15.93,28.75,22.8,23.65,21.9,20.23,34.27,28.57,15.92,26.32,28.75,14.59,24.4485,26.82,18.5,9.4,24.3,26.62,7.2,17.93,106.73,20.91,25.38,12.02
46.55,30.98,9.88,21.29,19.25,18.12,2.62,15.88,18.9,25.32,16.62,17.93,11.57,42.72,23.6,11.75,21.35,32.52,16.35,23.531,26.1,18.07,10.15,14.25,19.88,6.0,14.73,135.75,18.47,25.65,4.28
47.0,19.17,11.35,19.2,16.55,11.78,1.93,17.0,17.0,25.95,16.25,24.8,30.9,44.55,22.2,15.03,27.3,35.9,13.22,22.3525,32.23,12.38,21.5,15.3,18.08,6.05,13.45,132.95,20.22,21.38,4.5
40.58,18.42,10.93,27.71,13.27,12.88,2.2,17.31,14.8,23.05,13.15,20.55,65.15,47.16,20.52,16.17,14.1,32.43,13.27,22.8,34.88,8.43,10.65,15.9,14.47,6.4,14.45,102.05,17.56,19.05,5.12
33.41,18.25,9.65,20.31,12.08,11.07,4.62,16.66,13.03,20.82,11.98,18.73,28.65,45.29,19.88,16.43,19.03291666666667,31.0,13.2,21.43,34.55,8.82,6.72,15.05,17.05,6.27,25.08,88.1,17.83,26.95,3.82
14.08,19.4,12.02,23.93,11.3,11.18,10.62,17.59,12.22,20.58,13.15,18.42,33.08,40.09,18.18,16.73,21.6,29.0,12.43,21.38,34.53,6.82,5.35,11.32,12.9,6.5,13.15,120.35,18.2,20.7,4.52
13.71,29.3,10.12,22.0,9.75,12.33,3.95,20.93,13.25,21.05,10.07,18.67,42.08,33.839166666666664,18.68,17.75,16.75,30.02,11.4,20.8,29.05,6.68,7.6,11.48,9.1,6.48,9.55,112.42,19.09,23.02,5.47
11.74,26.9,10.9,20.41,12.32,11.27,3.3,23.45,16.77,19.53,10.5,18.77,11.47,39.34,15.38,18.12,22.2,30.3,14.15,23.0,39.0,6.67,8.53,11.12,17.6,6.25,8.98,130.1,20.61,22.45,5.5
11.16,42.08,8.9,20.74,10.93,19.2,3.58,23.95,12.62,18.3,12.45,30.5,40.55,35.12,13.58,15.97,14.47,29.6,13.45,30.65,31.15,11.22,7.17,11.07,10.57,5.57,9.2,127.2,22.46,20.3,5.95
14.18,55.4,12.12,31.98,10.38,33.9,4.47,21.07,11.88,22.95,29.85,35.8,75.88,38.39,17.07,15.05,33.62,32.93,24.06,41.58,40.65,15.35,8.0,12.0,14.3,7.12,10.03,112.95,22.86,22.9,7.52
24.61,59.38,15.62,42.72,14.62,44.82,5.3,26.66,13.65,29.3,49.15,26.95,79.25,46.64,23.1,22.93,42.78,35.95,58.67,47.3,37.62,38.1,10.85,17.67,14.83,12.07,19.57,158.75,23.86,37.22,8.22
39.15,62.02,19.17,83.53,18.68,57.67,6.92,26.05,28.15,30.9,47.5,34.97,76.48,43.2,29.35,23.88,39.02,37.92,44.65,57.35,42.6,54.55,22.92,17.82,20.88,14.52,22.07,156.28,27.8,36.38,11.97
51.17,83.22,22.35,84.5,13.48,70.5,11.43,25.18,43.05,36.58,51.7,51.88,78.72,49.6,47.17,21.22,43.02,40.73,54.49,60.45,66.17,57.75,27.52,36.5,27.37,21.05,23.75,190.68,26.64,65.43,15.72
40.08,88.47,27.85,80.44,18.85,70.35,11.95,27.49,47.57,38.25,59.75,49.28,58.28,64.73,62.6,25.77,65.15,40.05,48.01,89.42,52.15,46.58,22.52,26.25,42.3,18.65,28.88,193.07,31.27,68.05,19.35
38.29,49.05,34.35,83.25,19.7,75.7,12.0,27.46,47.3,37.53,77.43,39.38,44.8,73.04,60.95,24.65,46.83,46.65,42.59,67.97,43.62,33.48,16.48,28.9,31.95,18.38,30.7,159.3,27.69,69.38,12.23
35.4,24.93,13.82,36.26,24.85,32.4,12.8,18.55,32.6,31.4,42.3,24.12,20.77,46.91,39.95,23.9,35.98,33.58,39.02,28.8,23.65,29.07,68.75,28.68,32.55,17.88,22.85,141.77,28.87,47.6,7.4
22.75,13.77,7.67,31.53,16.27,15.7,10.4,17.95,26.42,22.98,17.52,21.98,15.35,29.62,27.73,16.05,17.55,32.15,28.88,23.68,13.7,11.58,19.57,13.57,12.85,10.62,12.18,54.35,25.0,19.5,6.58
13.79,18.5,7.75,24.51,16.0,15.18,6.33,16.23,23.05,22.35,10.62,15.07,12.18,24.52,19.23,12.17,12.15,25.58,27.64,22.55,11.62,7.95,13.7,12.62,10.38,8.53,10.8,38.4,13.87,14.52,5.12
11.92,8.4,8.85,22.37,11.97,14.55,7.4,16.87,14.4,15.05,6.1,10.85,8.75,23.88,13.7,9.4,11.3,17.65,24.14,21.55,7.55,15.89,9.2,11.1,14.5,6.0,7.7,19.6,13.71,11.05,1.0
8.85,7.85,7.65,19.98,8.6,12.22,6.47,16.54,12.12,16.95,4.15,13.35,8.35,25.12,13.43,10.15,6.85,17.35,19.74,15.53,8.85,8.47,10.53,9.6,14.88,5.07,6.65,16.88,11.2,11.25,1.6
7.88,7.28,7.67,31.71,11.97,12.92,8.1,16.65,9.28,19.02,2.77,30.8,17.5,38.12,12.07,9.97,5.15,26.25,23.0,18.05,14.68,7.45,15.15,8.97,18.75,4.47,6.62,15.2,14.08,11.03,2.82
32.44,16.68,10.15,34.95,14.82,22.07,7.95,16.18,11.27,21.4,6.77,32.1,27.38,26.63,16.27,11.6,8.08,28.65,26.56,19.93,19.62,11.47,18.03,10.8,14.82,5.83,8.88,55.38,17.73,14.18,2.75
15.16,27.85,13.4,44.91,18.12,26.07,8.9,16.3,29.43,21.3,15.58,25.8,28.1,21.91,18.18,13.7,13.9,26.8,31.78,28.75,15.97,17.65,87.85,14.62,21.27,8.8,19.55,64.62,16.3,22.0,5.8
14.32,20.88,11.55,35.06,21.95,21.25,6.97,16.08,26.45,20.17,16.9,16.95,30.9,18.85,21.45,13.82,14.3,26.15,26.77,23.9,16.08,18.2,63.7,16.52,14.5,10.25,16.68,72.93,14.26,24.3,8.95
